child,timestamp,measureName,measureVal,activity
1,17,proximity:,42,cw
1,18,proximity:,91,cw
1,18,proximity:,42,cw
1,18,proximity:,91,cw
1,18,look:,left,cw
1,18,proximity:,42,cw
1,18,proximity:,91,cw
1,18,proximity:,42,cw
1,18,proximity:,91,cw
1,19,proximity:,43,cw
1,19,proximity:,91,cw
1,19,look:,left,cw
1,19,proximity:,43,cw
1,19,proximity:,97,cw
1,19,proximity:,43,cw
1,19,movement:,3296,cw
1,20,look:,left,cw
1,20,proximity:,74,cw
1,20,proximity:,45,cw
1,21,movement:,-208,cw
1,21,movement:,11280,cw
1,21,look:,left,cw
1,21,movement:,-640,cw
1,22,look:,left,cw
1,22,movement:,7568,cw
1,22,movement:,8640,cw
1,23,movement:,-3296,cw
1,23,look:,left,cw
1,23,proximity:,51,cw
1,23,movement:,2880,cw
1,23,movement:,4672,cw
1,24,proximity:,76,cw
1,24,movement:,3664,cw
1,24,proximity:,55,cw
1,24,movement:,7008,cw
1,24,proximity:,81,cw
1,24,movement:,-2096,cw
1,24,movement:,13120,cw
1,24,movement:,17184,cw
1,24,look:,left,cw
1,24,proximity:,43,cw
1,24,movement:,8160,cw
1,25,proximity:,35,cw
1,25,novelty:,11.4588251114,cw
1,25,movement:,-400,cw
1,25,movement:,6368,cw
1,25,movement:,2304,cw
1,25,movement:,-3728,cw
1,27,look:,left,cw
1,28,look:,left,cw
1,28,proximity:,41,cw
1,29,novelty:,8.7994432449,cw
1,29,look:,left,cw
1,29,proximity:,47,cw
1,30,look:,left,cw
1,30,proximity:,40,cw
1,31,look:,left,cw
1,31,proximity:,46,cw
1,32,look:,robot,cw
1,32,look:,left,cw
1,33,movement:,12400,cw
1,33,movement:,-16784,cw
1,33,look:,left,cw
1,33,movement:,-9952,cw
1,33,movement:,-1120,cw
1,34,movement:,-4880,cw
1,34,movement:,20656,cw
1,34,movement:,27296,cw
1,34,movement:,22640,cw
1,34,look:,left,cw
1,34,movement:,368,cw
1,34,movement:,20656,cw
1,35,movement:,11728,cw
1,35,movement:,976,cw
1,35,movement:,-29504,cw
1,35,movement:,-18992,cw
1,35,proximity:,52,cw
1,35,movement:,-12704,cw
1,36,movement:,22464,cw
1,36,look:,left,cw
1,36,movement:,23536,cw
1,36,movement:,1504,cw
1,36,proximity:,58,cw
1,36,movement:,28928,cw
1,36,proximity:,64,cw
1,36,movement:,-27312,cw
1,36,movement:,20656,cw
1,37,movement:,18464,cw
1,37,proximity:,91,cw
1,37,movement:,12880,cw
1,37,proximity:,85,cw
1,37,movement:,-27040,cw
1,37,look:,left,cw
1,37,movement:,-1024,cw
1,37,movement:,-1056,cw
1,37,movement:,1920,cw
1,38,movement:,26960,cw
1,38,movement:,3152,cw
1,38,movement:,19360,cw
1,38,proximity:,77,cw
1,38,movement:,-2400,cw
1,38,proximity:,83,cw
1,38,look:,left,cw
1,39,movement:,-144,cw
1,39,movement:,9776,cw
1,39,movement:,21408,cw
1,39,movement:,16496,cw
1,39,proximity:,90,cw
1,40,look:,left,cw
1,40,movement:,-3616,cw
1,40,proximity:,96,cw
1,40,movement:,22624,cw
1,40,movement:,-2928,cw
1,40,movement:,-512,cw
1,41,movement:,6608,cw
1,41,look:,left,cw
1,41,movement:,-27408,cw
1,41,proximity:,89,cw
1,41,movement:,30192,cw
1,41,proximity:,82,cw
1,41,movement:,11632,cw
1,42,movement:,7424,cw
1,42,movement:,-4880,cw
1,42,movement:,7264,cw
1,42,look:,left,cw
1,42,proximity:,59,cw
1,42,movement:,-2624,cw
1,43,proximity:,86,cw
1,43,movement:,4736,cw
1,43,movement:,9840,cw
1,43,movement:,2032,cw
1,43,proximity:,74,cw
1,43,movement:,2032,cw
1,43,proximity:,67,cw
1,43,novelty:,17.9246044159,cw
1,43,movement:,672,cw
1,44,look:,left,cw
1,44,proximity:,75,cw
1,45,look:,robot,cw
1,45,proximity:,67,cw
1,45,movement:,-1424,cw
1,45,proximity:,61,cw
1,45,movement:,416,cw
1,45,movement:,6432,cw
1,46,proximity:,54,cw
1,46,movement:,-1456,cw
1,46,look:,robot,cw
1,48,look:,left,cw
1,48,movement:,288,cw
1,50,novelty:,10.6400279999,cw
1,51,look:,robot,cw
1,52,look:,robot,cw
1,53,look:,robot,cw
1,54,look:,robot,cw
1,55,look:,robot,cw
1,56,look:,robot,cw
1,57,look:,robot,cw
1,58,look:,robot,cw
1,59,look:,robot,cw
1,60,look:,robot,cw
1,61,look:,robot,cw
1,61,proximity:,60,cw
1,61,novelty:,15.9878692627,cw
1,62,look:,left,cw
1,64,look:,left,cw
1,64,proximity:,66,cw
1,64,look:,left,cw
1,64,proximity:,72,cw
1,65,proximity:,49,cw
1,65,proximity:,43,cw
1,66,look:,left,cw
1,66,proximity:,74,cw
1,66,proximity:,61,cw
1,67,proximity:,54,cw
1,67,look:,left,cw
1,67,look:,leftrobot,cw
1,67,proximity:,61,cw
1,68,proximity:,67,cw
1,68,look:,left,cw
1,68,proximity:,61,cw
1,69,look:,left,cw
1,69,look:,leftrobot,cw
1,70,proximity:,67,cw
1,70,look:,left,cw
1,71,look:,left,cw
1,71,look:,robot,cw
1,71,proximity:,59,cw
1,73,proximity:,51,cw
1,73,look:,robot,cw
1,74,look:,left,cw
1,76,look:,left,cw
1,77,proximity:,44,cw
1,77,look:,left,cw
1,77,proximity:,50,cw
1,78,look:,robot,cw
1,78,look:,left,cw
1,78,proximity:,57,cw
1,79,look:,robot,cw
1,79,proximity:,64,cw
1,79,look:,left,cw
1,83,novelty:,60.3418579102,cw
1,83,look:,robot,cw
1,83,look:,left,cw
1,83,proximity:,58,cw
1,84,proximity:,46,cw
1,85,proximity:,52,cw
1,85,look:,left,cw
1,85,proximity:,59,cw
1,86,proximity:,46,cw
1,86,look:,left,cw
1,86,proximity:,52,cw
1,86,proximity:,46,cw
1,87,look:,robot,cw
1,87,proximity:,52,cw
1,88,look:,left,cw
1,89,look:,left,cw
1,89,look:,robot,cw
1,89,proximity:,58,cw
1,90,look:,left,cw
1,91,look:,left,cw
1,92,look:,left,cw
1,93,look:,left,cw
1,93,proximity:,52,cw
1,93,look:,left,cw
1,96,proximity:,58,cw
1,99,proximity:,66,cw
1,99,look:,left,cw
1,100,novelty:,20.814250946,cw
1,102,look:,left,cw
1,102,proximity:,35,cw
1,103,novelty:,6.2756614685,cw
1,103,proximity:,41,cw
1,103,look:,left,cw
1,103,proximity:,47,cw
1,104,look:,left,cw
1,104,proximity:,38,cw
1,108,proximity:,46,cw
1,109,look:,left,cw
1,109,proximity:,53,cw
1,110,look:,left,cw
1,111,proximity:,60,cw
1,111,look:,left,cw
1,112,look:,left,cw
1,112,proximity:,69,cw
1,113,look:,left,cw
1,113,proximity:,62,cw
1,114,look:,left,cw
1,115,look:,left,cw
1,116,look:,left,cw
1,117,look:,left,cw
1,117,proximity:,75,cw
1,117,proximity:,83,cw
1,118,look:,left,cw
1,118,proximity:,89,cw
1,118,proximity:,81,cw
1,118,proximity:,88,cw
1,118,proximity:,74,cw
1,119,look:,left,cw
1,119,proximity:,67,cw
1,119,proximity:,60,cw
1,119,proximity:,67,cw
1,119,proximity:,60,cw
1,119,look:,left,cw
1,120,movement:,928,cw
1,120,movement:,-208,cw
1,120,movement:,6816,cw
1,121,look:,left,cw
1,121,proximity:,53,cw
1,121,novelty:,21.7875480652,cw
1,121,look:,robot,cw
1,122,look:,robot,cw
1,124,look:,robot,cw
1,125,look:,robot,cw
1,125,proximity:,47,cw
1,126,look:,robot,cw
1,126,proximity:,53,cw
1,126,look:,left,cw
1,127,look:,robot,cw
1,128,look:,robot,cw
1,129,look:,robot,cw
1,130,look:,robot,cw
1,130,look:,left,cw
1,131,look:,left,cw
1,132,look:,left,cw
1,133,look:,left,cw
1,134,look:,robot,cw
1,134,look:,left,cw
1,135,look:,robot,cw
1,135,look:,left,cw
1,137,look:,robot,cw
1,138,proximity:,59,cw
1,139,look:,left,cw
1,140,look:,left,cw
1,141,look:,left,cw
1,142,look:,left,cw
1,143,look:,left,cw
1,143,proximity:,53,cw
1,144,look:,left,cw
1,148,look:,left,cw
1,148,novelty:,26.9827899933,cw
1,148,look:,robot,cw
1,149,look:,left,cw
1,149,look:,robot,cw
1,150,look:,left,cw
1,150,proximity:,59,cw
1,151,look:,left,cw
1,152,look:,left,cw
1,153,look:,robot,cw
1,153,proximity:,51,cw
1,153,proximity:,57,cw
1,154,look:,left,cw
1,155,proximity:,63,cw
1,155,proximity:,57,cw
1,155,look:,left,cw
1,155,proximity:,63,cw
1,156,look:,left,cw
1,157,look:,left,cw
1,158,proximity:,57,cw
1,158,look:,robot,cw
1,158,proximity:,51,cw
1,158,proximity:,44,cw
1,159,proximity:,36,cw
1,159,look:,left,cw
1,159,proximity:,43,cw
1,160,look:,left,cw
1,160,proximity:,49,cw
1,162,proximity:,55,cw
1,162,look:,left,cw
1,163,look:,left,cw
1,164,look:,left,cw
1,166,proximity:,62,cw
1,167,look:,left,cw
1,168,look:,left,cw
1,169,look:,left,cw
1,170,look:,left,cw
1,170,proximity:,56,cw
1,171,look:,left,cw
1,171,look:,left,cw
1,173,proximity:,62,cw
1,174,look:,left,cw
1,174,proximity:,71,cw
1,174,proximity:,64,cw
1,174,look:,left,cw
1,175,proximity:,58,cw
1,176,look:,left,cw
1,177,proximity:,65,cw
1,177,look:,left,cw
1,177,proximity:,73,cw
1,178,look:,left,cw
1,179,look:,left,cw
1,180,look:,left,cw
1,181,look:,left,cw
1,181,proximity:,66,cw
1,181,proximity:,59,cw
1,181,proximity:,69,cw
1,182,proximity:,57,cw
1,182,proximity:,64,cw
1,182,look:,left,cw
1,182,proximity:,75,cw
1,183,look:,left,cw
1,183,proximity:,63,cw
1,184,look:,left,cw
1,184,proximity:,69,cw
1,185,look:,left,cw
1,185,proximity:,75,cw
1,186,look:,left,cw
1,187,look:,left,cw
1,188,look:,left,cw
1,189,look:,left,cw
1,189,look:,left,cw
1,190,look:,left,cw
1,191,proximity:,69,cw
1,191,look:,left,cw
1,192,proximity:,62,cw
1,192,look:,left,cw
1,193,proximity:,70,cw
1,193,look:,left,cw
1,194,look:,left,cw
1,195,proximity:,78,cw
1,195,look:,left,cw
1,196,look:,left,cw
1,197,look:,left,cw
1,197,proximity:,84,cw
1,198,proximity:,96,cw
1,198,proximity:,84,cw
1,198,look:,left,cw
1,199,look:,left,cw
1,200,look:,left,cw
1,200,proximity:,91,cw
1,200,proximity:,74,cw
1,201,proximity:,68,cw
1,201,look:,left,cw
1,202,proximity:,74,cw
1,202,proximity:,82,cw
1,202,look:,left,cw
1,203,proximity:,67,cw
1,203,proximity:,75,cw
1,203,novelty:,38.0405235291,cw
1,203,look:,left,cw
1,205,proximity:,68,cw
1,206,look:,left,cw
1,206,proximity:,74,cw
1,206,proximity:,87,cw
1,206,novelty:,8.8408164978,cw
1,207,look:,left,cw
1,207,proximity:,73,cw
1,207,proximity:,87,cw
1,207,proximity:,99,cw
1,208,proximity:,72,cw
1,208,look:,left,cw
1,208,proximity:,91,cw
1,214,proximity:,84,cw
1,214,novelty:,35.8782920837,cw
1,215,proximity:,77,cw
1,215,novelty:,5.1554741859,cw
1,215,look:,left,cw
1,216,proximity:,85,cw
1,216,proximity:,91,cw
1,216,proximity:,85,cw
1,216,look:,left,cw
1,223,proximity:,78,cw
1,223,novelty:,54.7064743042,cw
1,225,novelty:,8.0453176498,cw
1,226,look:,left,cw
1,227,novelty:,12.9838924408,cw
1,228,proximity:,70,cw
1,228,proximity:,63,cw
1,229,proximity:,69,cw
1,229,look:,left,cw
1,230,look:,left,cw
1,230,proximity:,77,cw
1,230,proximity:,90,cw
1,230,proximity:,99,cw
1,231,proximity:,105,cw
1,231,look:,left,cw
1,231,proximity:,85,cw
1,231,proximity:,76,cw
1,232,proximity:,85,cw
1,232,look:,left,cw
1,232,proximity:,76,cw
1,232,proximity:,87,cw
1,233,look:,left,cw
1,234,look:,left,cw
1,235,look:,left,cw
1,235,proximity:,80,cw
1,236,proximity:,86,cw
1,236,look:,left,cw
1,236,proximity:,79,cw
1,236,proximity:,71,cw
1,236,proximity:,65,cw
1,237,look:,left,cw
1,238,look:,left,cw
1,239,novelty:,18.0405063629,cw
1,239,look:,left,cw
1,239,proximity:,71,cw
1,240,proximity:,63,cw
1,240,look:,left,cw
1,240,proximity:,55,cw
1,241,proximity:,49,cw
1,242,proximity:,56,cw
1,242,look:,left,cw
1,243,look:,left,cw
1,244,proximity:,65,cw
1,244,look:,left,cw
1,245,look:,left,cw
1,246,proximity:,71,cw
1,246,look:,left,cw
1,247,proximity:,80,cw
1,247,look:,left,cw
1,248,look:,left,cw
1,249,look:,left,cw
1,250,look:,left,cw
1,251,proximity:,74,cw
1,251,proximity:,67,cw
1,251,look:,left,cw
1,252,look:,left,cw
1,252,proximity:,75,cw
1,252,proximity:,69,cw
1,253,proximity:,75,cw
1,253,look:,left,cw
1,254,look:,left,cw
1,254,proximity:,69,cw
1,255,look:,left,cw
1,255,proximity:,76,cw
1,256,look:,left,cw
1,256,proximity:,82,cw
1,256,proximity:,76,cw
1,256,proximity:,66,cw
1,257,look:,left,cw
1,258,look:,left,cw
1,258,proximity:,79,cw
1,258,proximity:,71,cw
1,258,proximity:,59,cw
1,259,look:,left,cw
1,259,novelty:,22.7850341797,cw
1,261,look:,left,cw
1,261,proximity:,67,cw
1,263,novelty:,7.3336133957,cw
1,264,look:,left,cw
1,264,proximity:,49,cw
1,264,proximity:,72,cw
1,265,proximity:,78,cw
1,265,proximity:,66,cw
1,267,proximity:,78,cw
1,267,novelty:,7.7916469574,cw
1,267,look:,left,cw
1,269,proximity:,54,cw
1,269,novelty:,5.1214222908,cw
1,270,proximity:,80,cw
1,271,novelty:,8.8222455978,cw
1,271,proximity:,71,cw
1,272,look:,left,cw
1,272,look:,leftrobot,cw
1,272,proximity:,81,cw
1,272,novelty:,9.7217216492,cw
1,273,proximity:,64,cw
1,274,proximity:,52,cw
1,276,proximity:,74,cw
1,276,novelty:,13.8883876801,cw
1,276,novelty:,1.6789224148,cw
1,277,look:,left,cw
1,278,look:,left,cw
1,278,proximity:,68,cw
1,279,look:,left,cw
1,279,proximity:,62,cw
1,280,proximity:,56,cw
1,285,proximity:,64,cw
1,285,novelty:,35.9471893311,cw
1,286,novelty:,2.384026289,cw
1,286,proximity:,58,cw
1,286,proximity:,65,cw
1,286,novelty:,3.9831132889,cw
1,286,proximity:,58,cw
1,287,look:,robot,cw
1,287,proximity:,51,cw
1,289,proximity:,63,cw
1,289,proximity:,52,cw
1,289,proximity:,59,cw
1,289,novelty:,6.3239388466,cw
1,289,look:,left,cw
1,290,proximity:,67,cw
1,290,proximity:,60,cw
1,290,proximity:,68,cw
1,296,proximity:,79,cw
1,296,novelty:,34.1947669983,cw
1,296,proximity:,88,cw
1,296,novelty:,2.3806147575,cw
1,297,proximity:,75,cw
1,297,proximity:,68,cw
1,297,novelty:,4.189991951,cw
1,298,proximity:,86,cw
1,298,look:,robot,cw
1,298,look:,left,cw
1,299,look:,robot,cw
1,299,look:,left,cw
1,300,look:,robot,cw
1,300,look:,left,cw
1,301,proximity:,65,cw
1,301,proximity:,59,cw
1,301,look:,left,cw
1,301,look:,leftrobot,cw
1,301,proximity:,65,cw
1,302,proximity:,78,cw
1,302,look:,left,cw
1,303,proximity:,86,cw
1,303,proximity:,78,cw
1,303,look:,left,cw
1,304,proximity:,86,cw
1,304,proximity:,76,cw
1,304,proximity:,84,cw
1,304,look:,left,cw
1,305,proximity:,77,cw
1,305,proximity:,98,cw
1,305,look:,left,cw
1,305,proximity:,83,cw
1,306,proximity:,70,cw
1,306,look:,robot,cw
1,306,proximity:,61,cw
1,307,look:,left,cw
1,308,look:,left,cw
1,309,look:,left,cw
1,310,proximity:,54,cw
1,310,look:,robot,cw
1,311,look:,robot,cw
1,312,look:,left,cw
1,312,look:,leftrobot,cw
1,312,proximity:,60,cw
1,313,look:,left,cw
1,314,look:,left,cw
1,315,look:,left,cw
1,316,proximity:,66,cw
1,316,look:,left,cw
1,316,proximity:,59,cw
1,317,proximity:,53,cw
1,317,look:,robot,cw
1,317,proximity:,59,cw
1,318,look:,left,cw
1,319,look:,robot,cw
1,319,proximity:,52,cw
1,320,look:,robot,cw
1,320,proximity:,59,cw
1,320,look:,left,cw
1,321,look:,robot,cw
1,321,look:,left,cw
1,322,look:,left,cw
1,323,look:,left,cw
1,324,look:,left,cw
1,324,look:,robot,cw
1,325,look:,left,cw
1,325,look:,robot,cw
1,326,look:,left,cw
1,326,look:,robot,cw
1,326,proximity:,53,cw
1,327,look:,robot,cw
1,328,look:,robot,cw
1,329,look:,robot,cw
1,330,look:,robot,cw
1,331,look:,robot,cw
1,332,look:,robot,cw
1,332,proximity:,60,cw
1,332,novelty:,17.0453205109,cw
1,333,look:,left,cw
1,333,look:,leftrobot,cw
1,334,look:,left,cw
1,335,look:,left,cw
1,335,proximity:,66,cw
1,337,novelty:,12.4255447388,cw
1,338,look:,left,cw
1,338,look:,leftrobot,cw
1,339,look:,left,cw
1,339,look:,leftrobot,cw
1,339,proximity:,58,cw
1,340,look:,left,cw
1,340,look:,leftrobot,cw
1,341,look:,robot,cw
1,341,look:,robot,cw
1,342,look:,left,cw
1,342,look:,leftrobot,cw
1,343,look:,robot,cw
1,344,look:,robot,cw
1,345,proximity:,52,cw
1,345,look:,robot,cw
1,345,movement:,6240,cw
1,346,movement:,-2208,cw
1,346,proximity:,58,cw
1,346,look:,robot,cw
1,347,look:,robot,cw
1,349,look:,robot,cw
1,350,look:,robot,cw
1,351,look:,robot,cw
1,352,look:,robot,cw
1,353,look:,robot,cw
1,354,look:,robot,cw
1,355,look:,robot,cw
1,356,look:,robot,cw
1,358,look:,robot,cw
1,358,novelty:,22.727722168,cw
1,359,look:,robot,cw
1,360,look:,robot,cw
1,360,look:,left,cw
1,361,look:,robot,cw
1,362,look:,robot,cw
1,364,look:,robot,cw
1,365,look:,robot,cw
1,366,look:,robot,cw
1,432,proximity:,53,cw
1,434,look:,robot,cw
1,440,movement:,31984,cw
1,441,look:,robot,cw
1,442,novelty:,13.7650718689,cw
1,442,movement:,64,cw
1,443,proximity:,60,cw
1,443,movement:,-2880,cw
1,444,look:,robot,cw
1,444,novelty:,4.7290616036,cw
1,445,look:,robot,cw
1,446,look:,robot,cw
1,446,look:,left,cw
1,447,look:,robot,cw
1,447,look:,left,cw
1,448,look:,left,cw
1,449,movement:,-1808,cw
1,449,movement:,7200,cw
1,449,proximity:,78,cw
1,449,movement:,8992,cw
1,449,look:,left,cw
1,449,proximity:,72,cw
1,450,movement:,6912,cw
1,450,movement:,6240,cw
1,450,movement:,23120,cw
1,450,movement:,3824,cw
1,450,proximity:,93,cw
1,450,movement:,3536,cw
1,456,movement:,3488,cw
1,456,movement:,-240,cw
1,456,movement:,-23712,cw
1,456,movement:,2208,cw
1,456,movement:,-2416,cw
1,456,movement:,528,cw
1,457,movement:,10528,cw
1,457,proximity:,99,cw
1,457,novelty:,59.1201629639,cw
1,457,movement:,10960,cw
1,457,movement:,1664,cw
1,457,look:,left,cw
1,458,movement:,-2912,cw
1,458,proximity:,93,cw
1,458,movement:,5392,cw
1,458,movement:,29392,cw
1,458,proximity:,86,cw
1,458,movement:,21424,cw
1,458,proximity:,79,cw
1,458,movement:,28736,cw
1,458,proximity:,73,cw
1,458,novelty:,6.0175447464,cw
1,458,movement:,23456,cw
1,459,proximity:,64,cw
1,459,movement:,20704,cw
1,459,proximity:,56,cw
1,460,movement:,7280,cw
1,460,look:,robot,cw
1,460,movement:,-2048,cw
1,461,look:,robot,cw
1,462,look:,robot,cw
1,463,look:,robot,cw
1,464,movement:,11408,cw
1,464,movement:,20720,cw
1,464,look:,robot,cw
1,464,movement:,-1056,cw
1,464,movement:,12480,cw
1,465,look:,robot,cw
1,466,look:,robot,cw
1,467,look:,robot,cw
1,468,look:,robot,cw
1,469,look:,robot,cw
1,470,look:,robot,cw
1,471,look:,robot,cw
1,472,look:,robot,cw
1,473,look:,robot,cw
1,473,movement:,10640,cw
1,474,movement:,25136,cw
1,474,movement:,-1328,cw
1,475,movement:,192,cw
1,475,look:,left,cw
1,475,proximity:,62,cw
1,475,novelty:,19.7892417908,cw
1,475,movement:,7088,cw
1,476,proximity:,56,cw
1,478,look:,robot,cw
1,479,look:,robot,cw
1,480,look:,robot,cw
1,481,proximity:,65,cw
1,481,proximity:,57,cw
1,482,novelty:,9.4564628601,cw
1,482,look:,left,cw
1,483,proximity:,67,cw
1,483,proximity:,73,cw
1,483,look:,left,cw
1,484,look:,left,cw
1,485,look:,left,cw
1,485,proximity:,67,cw
1,486,proximity:,73,cw
1,486,look:,left,cw
1,487,proximity:,29,cw
1,487,look:,left,cw
1,487,proximity:,76,cw
1,488,proximity:,82,cw
1,488,look:,left,cw
1,488,proximity:,75,cw
1,489,look:,left,cw
1,490,look:,left,cw
1,491,look:,left,cw
1,491,proximity:,81,cw
1,492,look:,left,cw
1,493,look:,left,cw
1,494,look:,left,cw
1,495,look:,left,cw
1,495,proximity:,74,cw
1,496,proximity:,64,cw
1,498,look:,left,cw
1,498,proximity:,71,cw
1,499,proximity:,78,cw
1,499,look:,left,cw
1,499,proximity:,84,cw
1,500,look:,left,cw
1,501,look:,left,cw
1,502,look:,left,cw
1,503,look:,left,cw
1,504,look:,left,cw
1,504,look:,left,cw
1,505,proximity:,94,cw
1,505,look:,left,cw
1,505,proximity:,87,cw
1,505,novelty:,24.4806785583,cw
1,506,proximity:,98,cw
1,506,look:,left,cw
1,506,proximity:,92,cw
1,507,proximity:,83,cw
1,507,proximity:,96,cw
1,507,proximity:,80,cw
1,507,proximity:,87,cw
1,508,look:,left,cw
1,508,proximity:,93,cw
1,508,look:,left,cw
1,509,proximity:,67,cw
1,509,proximity:,98,cw
1,510,look:,left,cw
1,510,proximity:,91,cw
1,510,proximity:,83,cw
1,511,look:,left,cw
1,511,novelty:,8.6835975647,cw
1,513,proximity:,59,cw
1,513,proximity:,67,cw
1,513,look:,left,cw
1,514,look:,left,cw
1,515,proximity:,73,cw
1,516,look:,left,cw
1,516,look:,left,cw
1,517,look:,left,cw
1,517,proximity:,66,cw
1,519,novelty:,16.0544929504,cw
1,519,proximity:,59,cw
1,519,proximity:,53,cw
1,520,proximity:,46,cw
1,520,proximity:,55,cw
1,520,look:,left,cw
1,520,proximity:,67,cw
1,521,proximity:,77,cw
1,521,look:,left,cw
1,522,look:,left,cw
1,523,look:,left,cw
1,524,look:,left,cw
1,525,look:,left,cw
1,525,proximity:,70,cw
1,526,look:,left,cw
1,527,proximity:,76,cw
1,527,look:,left,cw
1,528,look:,left,cw
1,529,look:,left,cw
1,530,look:,left,cw
1,531,look:,left,cw
1,532,look:,left,cw
1,533,look:,left,cw
1,534,look:,left,cw
1,534,proximity:,70,cw
1,535,look:,left,cw
1,535,look:,robot,cw
1,535,proximity:,55,cw
1,535,novelty:,20.4103107452,cw
1,535,proximity:,46,cw
1,536,proximity:,40,cw
1,537,proximity:,46,cw
1,537,proximity:,54,cw
1,537,look:,left,cw
1,537,proximity:,63,cw
1,538,proximity:,27,cw
1,538,proximity:,67,cw
1,538,look:,left,cw
1,539,proximity:,73,cw
1,539,proximity:,80,cw
1,549,look:,left,cw
1,549,proximity:,70,cw
1,549,novelty:,47.8233757019,cw
1,549,proximity:,59,cw
1,549,novelty:,2.3848741055,cw
1,549,proximity:,53,cw
1,550,proximity:,59,cw
1,550,look:,left,cw
1,551,look:,left,cw
1,552,proximity:,65,cw
1,552,look:,left,cw
1,552,proximity:,58,cw
1,553,look:,left,cw
1,554,proximity:,65,cw
1,554,look:,left,cw
1,555,look:,left,cw
1,555,proximity:,71,cw
1,556,look:,left,cw
1,556,proximity:,65,cw
1,557,look:,robot,cw
1,557,proximity:,59,cw
1,557,novelty:,13.8947906494,cw
1,557,proximity:,52,cw
1,558,look:,robot,cw
1,558,movement:,-21104,cw
1,558,movement:,-336,cw
1,559,movement:,-21232,cw
1,559,movement:,6016,cw
1,559,movement:,784,cw
1,559,movement:,-25008,cw
1,559,look:,robot,cw
1,560,movement:,6448,cw
1,560,movement:,21520,cw
1,560,look:,left,cw
1,560,proximity:,58,cw
1,560,movement:,10640,cw
1,560,movement:,-32256,cw
1,560,proximity:,67,cw
1,561,movement:,816,cw
1,561,look:,left,cw
1,561,movement:,7248,cw
1,562,movement:,19520,cw
1,562,movement:,21776,cw
1,562,proximity:,78,cw
1,562,movement:,21888,cw
1,562,movement:,10176,cw
1,562,movement:,11728,cw
1,562,look:,left,cw
1,562,movement:,944,cw
1,563,movement:,12976,cw
1,563,proximity:,68,cw
1,563,movement:,10736,cw
1,563,movement:,29744,cw
1,563,proximity:,59,cw
1,563,movement:,-29888,cw
1,563,look:,robot,cw
1,563,movement:,24944,cw
1,564,look:,robot,cw
1,575,novelty:,19.5447044373,cw
1,575,novelty:,2.1626801491,cw
1,577,proximity:,68,cw
1,577,novelty:,15.9223566055,cw
1,577,look:,robot,cw
1,578,proximity:,74,cw
1,578,look:,robot,cw
1,579,look:,robot,cw
1,580,look:,left,cw
1,580,proximity:,80,cw
1,580,look:,robot,cw
1,581,proximity:,74,cw
1,581,look:,robot,cw
1,583,look:,left,cw
1,583,proximity:,81,cw
1,584,look:,left,cw
1,584,proximity:,88,cw
1,585,proximity:,59,cw
1,585,look:,left,cw
1,585,proximity:,65,cw
1,586,proximity:,47,cw
1,587,novelty:,9.4020624161,cw
1,587,look:,left,cw
1,587,proximity:,59,cw
1,588,look:,left,cw
1,589,look:,left,cw
1,590,proximity:,50,cw
1,590,look:,left,cw
1,590,proximity:,62,cw
1,590,look:,robot,cw
1,590,proximity:,73,cw
1,591,proximity:,89,cw
1,591,proximity:,98,cw
1,592,look:,left,cw
1,593,proximity:,83,cw
1,593,proximity:,97,cw
1,594,proximity:,67,cw
1,594,proximity:,95,cw
1,598,proximity:,89,cw
1,599,proximity:,97,cw
1,599,proximity:,90,cw
1,601,proximity:,83,cw
1,602,proximity:,89,cw
1,602,proximity:,70,cw
1,602,look:,left,cw
1,602,proximity:,64,cw
1,602,novelty:,19.2211456299,cw
1,603,proximity:,54,cw
1,604,look:,left,cw
1,604,proximity:,60,cw
1,604,proximity:,70,cw
1,606,proximity:,62,cw
1,606,novelty:,11.419631958,cw
1,606,look:,left,cw
1,607,look:,robot,cw
1,607,movement:,5200,cw
1,607,proximity:,56,cw
1,607,movement:,2000,cw
1,607,look:,left,cw
1,608,look:,robot,cw
1,608,look:,left,cw
1,609,movement:,5904,cw
1,609,look:,robot,cw
1,609,movement:,7504,cw
1,609,movement:,4448,cw
1,609,look:,left,cw
1,609,movement:,-1488,cw
1,609,movement:,2304,cw
1,610,movement:,31872,cw
1,610,movement:,10112,cw
1,610,movement:,17584,cw
1,610,movement:,14464,cw
1,610,movement:,-3472,cw
1,610,look:,robot,cw
1,610,movement:,-480,cw
1,611,movement:,-80,cw
1,611,movement:,12560,cw
1,612,look:,robot,cw
1,613,look:,robot,cw
1,614,look:,robot,cw
1,615,look:,robot,cw
1,615,proximity:,50,cw
1,616,look:,robot,cw
1,617,look:,robot,cw
1,618,look:,left,cw
1,618,novelty:,9.6418190002,cw
1,619,look:,left,cw
1,620,look:,left,cw
1,621,proximity:,56,cw
1,621,look:,left,cw
1,622,look:,left,cw
1,623,look:,left,cw
1,624,look:,left,cw
1,626,novelty:,13.7484045029,cw
1,626,look:,robot,cw
1,627,proximity:,50,cw
1,627,look:,robot,cw
1,628,proximity:,57,cw
1,629,look:,robot,cw
1,629,look:,left,cw
1,629,proximity:,70,cw
1,630,proximity:,58,cw
1,631,proximity:,67,cw
1,631,proximity:,84,cw
1,632,proximity:,94,cw
1,632,proximity:,100,cw
1,632,proximity:,94,cw
1,633,child,smiles,cw
